name,price,href,rpm,noise_level,color,size
ID-COOLING FROSTFLOW X,,https://pcpartpicker.com/product/GyVG3C/id-cooling-frostflow-x-745-cfm-liquid-cpu-cooler-frostflow-x-120,"700,1800","18,35.2",,120
Phanteks GLACIER ONE 240D30,,https://pcpartpicker.com/product/srRwrH/phanteks-glacier-one-240d30-643-cfm-liquid-cpu-cooler-ph-go240d30_dbk01,"250,2000",30.2,Black,240
be quiet! Dark Rock 3,,https://pcpartpicker.com/product/YwGkcf/be-quiet-cpu-cooler-bk018,"400,1400","8.4,21.1",,
NZXT Kraken Elite RGB (2024),,https://pcpartpicker.com/product/tx4Zxr/nzxt-kraken-elite-rgb-2024-7512-cfm-liquid-cpu-cooler-rl-kr24e-b2,"500,2400",30,Black,240
Xilence A402,,https://pcpartpicker.com/product/gMhv6h/xilence-a402-cpu-cooler-xc025,"600,2200","14,23.8",Red / Black,
Antec Symphony ARGB,242.9,https://pcpartpicker.com/product/ZxRwrH/antec-symphony-argb-72-cfm-liquid-cpu-cooler-0-761345-74043-2,"800,1600","20,35",Black,240
ARCTIC Freezer 7 Pro Rev.2,,https://pcpartpicker.com/product/VRPfrH/arctic-freezer-7-pro-rev2-45-cfm-fluid-dynamic-bearing-cpu-cooler-freezer-7-pro-rev2,"900,2500",,,
ID-COOLING ZOOMFLOW 240 XT,,https://pcpartpicker.com/product/tJJgXL/id-cooling-zoomflow-240-xt-682-cfm-liquid-cpu-cooler-zoomflow-240-xt,"500,1500","13.8,30.5",Black,240
NZXT Kraken X62 Rev 2,,https://pcpartpicker.com/product/2RdFf7/nzxt-kraken-x62-rev-2-9817-cfm-liquid-cpu-cooler-rl-krx62-02,"500,1800","21,38",,280
Lian Li Galahad AIO360 (2022),,https://pcpartpicker.com/product/TPpzK8/lian-li-galahad-aio360-2022-6917-cfm-liquid-cpu-cooler-ga-360b-black,"800,1900",32,Black / Silver,360
Deepcool CASTLE 240EX A-RGB,,https://pcpartpicker.com/product/PdRYcf/deepcool-castle-240ex-a-rgb-6934-cfm-liquid-cpu-cooler-dp-gs-h12w-csl240ex-ar-wh,"500,1800",30,White / Black,240
Iceberg Thermal IceSLEET G6 Stealth,44.99,https://pcpartpicker.com/product/NszhP6/iceberg-thermal-icesleet-g6-stealth-85-cfm-cpu-cooler-icesleetg6-00a,"600,1400",26,Black / Blue,
ARCTIC Freezer A13 X,30.87,https://pcpartpicker.com/product/jPdrxr/arctic-freezer-a13-x-cpu-cooler-acfre00083a,"300,2000",,Black / White,
Thermalright Frost Spirit 140 V3 WHITE,,https://pcpartpicker.com/product/NMytt6/thermalright-frost-spirit-140-v3-white-778-cfm-cpu-cooler-fs140-v3-white,1500,25.6,White,
Intel BXXTS100H,,https://pcpartpicker.com/product/BWqdnQ/intel-cpu-cooler-bxxts100h,"800,1800","20,35",,
Noctua NH-U12DXi4,74.95,https://pcpartpicker.com/product/XXK7YJ/noctua-nh-u12dxi4-55-cfm-cpu-cooler-nh-u12dxi4,"300,1500","18.6,22.4",,
iBuypower AW4,99,https://pcpartpicker.com/product/GGpQzy/ibuypower-aw4-65-cfm-liquid-cpu-cooler-fan-ibp-006-w-r,"700,2000",38,White,360
MSI MAG CORELIQUID C280,122.76,https://pcpartpicker.com/product/qwytt6/msi-mag-coreliquid-c280-8436-cfm-liquid-cpu-cooler-mag-coreliquid-c280,"500,1800","14.8,33.28",Black,280
Cooler Master Hyper 212 LED,69.98,https://pcpartpicker.com/product/YdJkcf/cooler-master-hyper-212-led-663-cfm-rifle-bearing-cpu-cooler-rr-212l-16pr-r1,"600,1600","9,31",,
Enermax LIQMAXFLO SR 240,82.99,https://pcpartpicker.com/product/dcV2FT/enermax-liqmaxflo-sr-240-5803-cfm-liquid-cpu-cooler-elc-lmf240-sf,"500,1800",23.46,Black,240
be quiet! Silent Loop 2 120,123.45,https://pcpartpicker.com/product/Yk6p99/be-quiet-silent-loop-2-120-7333-cfm-liquid-cpu-cooler-bw009,2200,"16.6,36.4",Black,120
Cooler Master MasterLiquid ML360 Mirror,249,https://pcpartpicker.com/product/jJcRsY/cooler-master-masterliquid-ml360-mirror-liquid-cpu-cooler-mlx-d36m-a18pk-r1,"650,1800","8,27",Black,360
GAMDIAS BOREAS E1,29.99,https://pcpartpicker.com/product/ZDM48d/gamdias-boreas-e1-702-cfm-cpu-cooler-boreas-e1-410,"800,2000","10,31",Black / Silver,
Deepcool GAMMAXX L240 A-RGB,,https://pcpartpicker.com/product/wJcG3C/deepcool-gammaxx-l240-a-rgb-6934-cfm-liquid-cpu-cooler-dp-h12cf-gl240-argb,"500,1800",30,Black,240
Cooler Master i70C,21.99,https://pcpartpicker.com/product/Fx8bt6/cooler-master-i70c-37-cfm-cpu-cooler-rr-i70c-20pk-r1,"650,1800",28,Black / Silver,
Cooler Master MasterAir MA612 Stealth,,https://pcpartpicker.com/product/GjQcCJ/cooler-master-masterair-ma612-stealth-62-cfm-cpu-cooler-map-t6ps-218pk-r1,"650,1800","8,27",,
Iceberg Thermal IceSLEET X7 Dual,37.99,https://pcpartpicker.com/product/P8XJ7P/iceberg-thermal-icesleet-x7-dual-96-cfm-cpu-cooler-icesleetx7-d0a,"500,1850","0,38",Teal / Silver,
Montech AIR COOLER 210,129,https://pcpartpicker.com/product/hn2WGX/montech-air-cooler-210-73-cfm-cpu-cooler-air-cooler-210,"600,1500",27,Black,
Noctua NH-L12,,https://pcpartpicker.com/product/PP4gXL/noctua-nh-l12-3779-cfm-cpu-cooler-nh-l12,"1200,1600","13.1,22.4",,
ARCTIC Freezer i35,34.99,https://pcpartpicker.com/product/VrTp99/arctic-freezer-i35-cpu-cooler-acfre00094a,"200,1800",,Black / White,
Thermaltake Water 3.0 240 ARGB Sync,,https://pcpartpicker.com/product/8Z66Mp/thermaltake-water-30-240-argb-sync-5645-cfm-liquid-cpu-cooler-cl-w233-pl12sw-a,"500,1500",25.8,Black,240
Thermaltake TH120 ARGB Sync,59.99,https://pcpartpicker.com/product/p7LwrH/thermaltake-th120-argb-sync-5928-cfm-liquid-cpu-cooler-cl-w285-pl12sw-a,1500,28.2,Black,120
ID-COOLING DK-07i RAINBOW,16.98,https://pcpartpicker.com/product/Gm26Mp/id-cooling-dk-07i-rainbow-615-cfm-cpu-cooler-dk-07i-rainbow,"500,1800","14.2,25.6",Black,
Silverstone Krypton KR02,34.47,https://pcpartpicker.com/product/YVdxFT/silverstone-krypton-kr02-561-cfm-cpu-cooler-sst-kr02,"800,2800","13.6,34.8",Black / Silver,
ARCTIC Freezer 34 eSports,,https://pcpartpicker.com/product/CL8j4D/arctic-freezer-34-esports-cpu-cooler-acfre00056a,"200,2100",28,Red / Black,
Thermaltake Astria 600 ARGB,59.99,https://pcpartpicker.com/product/yHmNnQ/thermaltake-astria-600-argb-65-cfm-cpu-cooler-cl-p121-ca12sw-a,"500,1800",26.8,Black,
Cooler Master MasterAir MA620M,139.9,https://pcpartpicker.com/product/GBjNnQ/cooler-master-masterair-ma620m-573-cfm-cpu-cooler-mam-d6pn-120pa-r1,"650,2000","8,30",Black,
Thermaltake TH120 ARGB Sync,79.98,https://pcpartpicker.com/product/wCxRsY/thermaltake-th120-argb-sync-5928-cfm-liquid-cpu-cooler-cl-w346-pl12sw-a,1500,28.2,White,120
Thermaltake TH420 ARGB Sync,137.19,https://pcpartpicker.com/product/D2RwrH/thermaltake-th420-argb-sync-8432-cfm-liquid-cpu-cooler-cl-w369-pl14sw-a,"500,1800",34.7,White,420
SilentiumPC Fera 5,,https://pcpartpicker.com/product/z82WGX/silentiumpc-fera-5-cpu-cooler-spc303,"300,1800",,Black / Silver,
Jonsbo HX4170D,104.99,https://pcpartpicker.com/product/Jn7scf/jonsbo-hx4170d-3885-cfm-cpu-cooler-hx4170d-black,"600,3300",28.4,Black,
Gelid Solutions Glacier,32.19,https://pcpartpicker.com/product/HCrqqs/gelid-solutions-glacier-70-cfm-cpu-cooler-cc-glacier-02-a,"500,1600",35,Black,
ARCTIC Freezer i13 X,29.99,https://pcpartpicker.com/product/W2GnTW/arctic-freezer-i13-x-cpu-cooler-acfre00078a,"300,2000",,Black / White,
Thermalright Frost Spirit 140 V3 ARGB,,https://pcpartpicker.com/product/LZqPxr/thermalright-frost-spirit-140-v3-argb-778-cfm-cpu-cooler-fs140-v3-white-argb,1500,25.6,White,
Cooler Master MasterLiquid 240,,https://pcpartpicker.com/product/z9Z2FT/cooler-master-masterliquid-240-667-cfm-liquid-cpu-cooler-mlx-d24m-a20pw-r1,"650,2000","6,30",,240
Phanteks Glacier One 240 T30 Gen2,,https://pcpartpicker.com/product/jGcgXL/phanteks-glacier-one-240-t30-gen2-101-cfm-liquid-cpu-cooler-ph-go240t30_dag02,"1200,3000","11.1,39.7",Black / Gray,240
Deepcool AG400 LED,,https://pcpartpicker.com/product/CPRYcf/deepcool-ag400-led-7589-cfm-cpu-cooler-r-ag400-bklnmc-g-1,"500,2000",31.6,Black / Silver,
YEYIAN VATN ARGB 360,109.99,https://pcpartpicker.com/product/DhwmP6/yeyian-vatn-argb-360-75-cfm-liquid-cpu-cooler-ytt-360al-01,"800,2000","25,32",Black,360
Enermax ETS-F40-FS,34.99,https://pcpartpicker.com/product/47Tp99/enermax-ets-f40-fs-7433-cfm-cpu-cooler-ets-f40-bk-argb,"300,1200","10,23",Black,
Fractal Design Celsius S36 Blackout,,https://pcpartpicker.com/product/cmPgXL/fractal-design-celsius-s36-blackout-876-cfm-liquid-cpu-cooler-fd-wcu-celsius-s36-bko,"500,2000",32.2,Black,360
Enermax LIQMAXFLO SR 360,121.27,https://pcpartpicker.com/product/PN9wrH/enermax-liqmaxflo-sr-360-5803-cfm-liquid-cpu-cooler-elc-lmf360-sf,"500,1800",23.46,Black,360
Silverstone IceMyst 240,109.99,https://pcpartpicker.com/product/6KbRsY/silverstone-icemyst-240-7574-cfm-liquid-cpu-cooler-sst-im240-argb,"500,2200","12.1,33.1",Silver / Black,240
Scythe Shuriken 2,,https://pcpartpicker.com/product/8Dyqqs/scythe-shuriken-2-413-cfm-cpu-cooler-scsk-2000,"300,2500","1.8,23.2",Black / Silver,
Gigabyte AORUS ATC800,,https://pcpartpicker.com/product/JjZzK8/gigabyte-aorus-atc800-517-cfm-cpu-cooler-gp-atc800,"600,2000","18,31",Black,
Silverstone IceMyst 420,162.99,https://pcpartpicker.com/product/ByRwrH/silverstone-icemyst-420-9329-cfm-liquid-cpu-cooler-sst-im420-argb,"400,1750","13.3,30.8",Silver / Black,420
Enermax Liqmax III 120 HF,52.63,https://pcpartpicker.com/product/6nLwrH/enermax-liqmax-iii-120-hf-901-cfm-liquid-cpu-cooler-elc-lmt120-hf,"500,2000","14,32",Black,120
Thermalright Silver Soul 135,,https://pcpartpicker.com/product/ys4Ycf/thermalright-silver-soul-135-82-cfm-cpu-cooler-ss-135-white-1700-d3,1850,29.6,White,
Thermaltake Water 3.0 120 ARGB Sync,,https://pcpartpicker.com/product/XbF48d/thermaltake-water-30-120-argb-sync-5645-cfm-liquid-cpu-cooler-cl-w232-pl12sw-a,"500,1500",25.8,Black,120
GAMDIAS CHIONE M3,89.99,https://pcpartpicker.com/product/XNWzK8/gamdias-chione-m3-702-cfm-liquid-cpu-cooler-chione-m3-240w,"800,2000",,White,240
Jonsbo CR-1400,,https://pcpartpicker.com/product/7whv6h/jonsbo-cr-1400-36-cfm-cpu-cooler-cr-1400-argb-black,"900,2300","20,30.5",Black,
Thermaltake CLP0556,19.89,https://pcpartpicker.com/product/3HmLrH/thermaltake-cpu-cooler-clp0556,"1900,2300",22,,
Thermalright Aqua Elite ARGB,,https://pcpartpicker.com/product/Kqrqqs/thermalright-aqua-elite-argb-6617-cfm-liquid-cpu-cooler-aqua-elite-240-white-argb,1550,25.6,White,240
Corsair iCUE H60i RGB PRO XT,,https://pcpartpicker.com/product/HVtKHx/corsair-icue-h60i-rgb-pro-xt-75-cfm-liquid-cpu-cooler-cw-9060049-ww,2400,"10,37",Black,120
Thermaltake TH280 V2 Ultra ARGB Sync,159.99,https://pcpartpicker.com/product/gJTZxr/thermaltake-th280-v2-ultra-argb-sync-8432-cfm-liquid-cpu-cooler-cl-w406-pl14sw-a,"500,2000",34.7,White,280
Deepcool AG500 ARGB,,https://pcpartpicker.com/product/H2QcCJ/deepcool-ag500-argb-6788-cfm-cpu-cooler-ag500-argb,"300,1850",29.4,Black / Silver,
ID-COOLING DASHFLOW XT LITE,99.99,https://pcpartpicker.com/product/BBpQzy/id-cooling-dashflow-xt-lite-7825-cfm-liquid-cpu-cooler-dashflow-360-xt-lite,"500,2000",29.85,Black,360
Silverstone Krypton KR01,52.16,https://pcpartpicker.com/product/kVRzK8/silverstone-krypton-kr01-3433-cfm-cpu-cooler-sst-kr01,"800,3000",33,Black / Silver,
Silverstone VIDA 240 SLIM,128.13,https://pcpartpicker.com/product/84t9TW/silverstone-vida-240-slim-6683-cfm-liquid-cpu-cooler-sst-vd240-slim,"300,1800","15.9,33.9",Black,240
Alphacool Core Ocean T38,80.75,https://pcpartpicker.com/product/cMDQzy/alphacool-core-ocean-t38-923-cfm-liquid-cpu-cooler-13053,,"0,36",Black,280
Silverstone AR12-TUF,37.03,https://pcpartpicker.com/product/HG7G3C/silverstone-ar12-tuf-6926-cfm-cpu-cooler-sst-ar12-tuf,"300,2200","6.2,34.4",Black / Orange,
Geometric Future Eskimo Junior 36,99.9,https://pcpartpicker.com/product/wMgrxr/geometric-future-eskimo-junior-36-6911-cfm-liquid-cpu-cooler-geo-ej-36w,2000,29,White,360
Thermalright Frozen Warframe PRO,,https://pcpartpicker.com/product/hpXV3C/thermalright-frozen-warframe-pro-7084-cfm-liquid-cpu-cooler-fw-pro-360-black,2000,29.8,Black,360
Cooler Master Hyper 212 LED Turbo (Red),58.5,https://pcpartpicker.com/product/XZbkcf/cooler-master-hyper-212-led-turbo-red-663-cfm-cpu-cooler-rr-212tr-16pr-r1,"300,1600","9,31",,
EVGA CLC 240,219,https://pcpartpicker.com/product/krZ2FT/evga-clc-240-7482-cfm-liquid-cpu-cooler-400-hy-cl24-v1,"500,2400","16,39.9",,240
Thermalright Frozen Warframe,,https://pcpartpicker.com/product/CxMMnQ/thermalright-frozen-warframe-7084-cfm-liquid-cpu-cooler-frozen-warframe-240-black,2000,22.1,Black,240
LC-Power LC-CC-120-RGB,50.06,https://pcpartpicker.com/product/BY7scf/lc-power-lc-cc-120-rgb-58-cfm-cpu-cooler-lc-cc-120-rgb,"800,1800",,Black,
Antec A30,,https://pcpartpicker.com/product/nJrcCJ/antec-a30-360-cfm-cpu-cooler-a30,1750,20,,
Corsair H60,,https://pcpartpicker.com/product/74bp99/corsair-h60-744-cfm-liquid-cpu-cooler-cwch60,,30.2,,120
ID-COOLING FROSTFLOW 240L-W,,https://pcpartpicker.com/product/LVwqqs/id-cooling-frostflow-240l-w-845-cfm-liquid-cpu-cooler-frostflow-240l-w,"800,2000","20,38.2",,240
Deepcool GAMMAXX 400 EX,,https://pcpartpicker.com/product/BjFbt6/deepcool-gammaxx-400-ex-52-cfm-cpu-cooler-dp-mch4-gmx400ex,"500,1500",27.6,Black,
Asus ROG STRIX LC 240 RGB White Edition,184.99,https://pcpartpicker.com/product/9ctKHx/asus-rog-strix-lc-240-rgb-white-edition-8095-cfm-liquid-cpu-cooler-rog-strix-lc-240-rgb-white,"800,2500",37.6,White,240
Deepcool CASTLE 360EX A-RGB,,https://pcpartpicker.com/product/vQJgXL/deepcool-castle-360ex-a-rgb-6934-cfm-liquid-cpu-cooler-dp-gs-h12w-csl360ex-ar-wh,"500,1800",30,White / Black,360
ID-COOLING FX240ARGB,,https://pcpartpicker.com/product/7NHqqs/id-cooling-fx240argb-7616-cfm-liquid-cpu-cooler-fx240-argb,"500,1800",35.2,Black,240
Silverstone Hydrogon H90 ARGB,,https://pcpartpicker.com/product/QBgFf7/silverstone-hydrogon-h90-argb-4573-cfm-cpu-cooler-sst-hyh90-argb,"500,2600","11.3,34.6",Black / Silver,
MSI MAG CORELIQUID E360 MONSTER HUNTER EDITION,,https://pcpartpicker.com/product/6MkH99/msi-mag-coreliquid-e360-monster-hunter-edition-7504-cfm-liquid-cpu-cooler-mag-coreliquid-e360-monster-hunter-edition,,,Black,360
Thermalright Frozen Warframe PRO ARGB,,https://pcpartpicker.com/product/HgV2FT/thermalright-frozen-warframe-pro-argb-7084-cfm-liquid-cpu-cooler-fw-pro-360-argb-black,2000,29.8,Black,360
Cooler Master MasterAir MA624 Stealth,,https://pcpartpicker.com/product/cQgFf7/cooler-master-masterair-ma624-stealth-67-cfm-cpu-cooler-mam-d6ps-314pk-r1,"650,1400","10,27",Black,
ID-COOLING SE-214-XT,,https://pcpartpicker.com/product/KBkWGX/id-cooling-se-214-xt-648-cfm-cpu-cooler-se-214-xt,"500,1500","16,26.6",,
Deepcool GAMMAXX 300,,https://pcpartpicker.com/product/JHV48d/deepcool-gammaxx-300-555-cfm-cpu-cooler-gammaxx-300,"900,1600","17.8,21",,
Cooler Master MASTERLIQUID PL240 FLUX,144.99,https://pcpartpicker.com/product/Tjn9TW/cooler-master-masterliquid-pl240-flux-7237-cfm-liquid-cpu-cooler-mly-d24m-a23pz-rw,,32,White,240
ID-COOLING SE-914-XT,,https://pcpartpicker.com/product/gqxbt6/id-cooling-se-914-xt-458-cfm-cpu-cooler-se-914-xt-basic,"600,2200",,Black / Gray,
Thermaltake TOUGHLIQUID 420 EX Pro ARGB Sync,,https://pcpartpicker.com/product/G9zXsY/thermaltake-toughliquid-420-ex-pro-argb-sync-1196-cfm-liquid-cpu-cooler-cl-w401-pl14bl-a,"500,2000",31.6,Black,420
Cooler Master i70,17.98,https://pcpartpicker.com/product/QhhFf7/cooler-master-i70-37-cfm-cpu-cooler-rr-i70-20fk-r1,1800,28,Black / Silver,
Asus ROG STRIX LC 120 RGB,183.46,https://pcpartpicker.com/product/T64BD3/asus-rog-strix-lc-120-rgb-8095-cfm-liquid-cpu-cooler-rog-strix-lc-120-rgb,"800,2500",37.6,Black,120
ID-COOLING AURAFLOW X 240 EVO SNOW,,https://pcpartpicker.com/product/d6Gbt6/id-cooling-auraflow-x-240-evo-snow-745-cfm-liquid-cpu-cooler-auraflow-x-240-evo-snow,"700,1800","18,35.2",White,240
Alphacool Core Ocean T38,56,https://pcpartpicker.com/product/wq9wrH/alphacool-core-ocean-t38-628-cfm-liquid-cpu-cooler-13050,,"0,34.3",Black,120
Zalman CNPS4X,,https://pcpartpicker.com/product/PXZXsY/zalman-cnps4x-3896-cfm-cpu-cooler-cnps4x,"800,2000",29,Black,
Jonsbo HX7280,166.99,https://pcpartpicker.com/product/xXC48d/jonsbo-hx7280-902-cfm-cpu-cooler-hx7280,"700,1800","28,38",Black,
MSI MPG CORELIQUID D240,152.87,https://pcpartpicker.com/product/cVyH99/msi-mpg-coreliquid-d240-774-cfm-liquid-cpu-cooler-mpg-coreliquid-d240,,,Black,240
Mars Gaming MCPU-XT,,https://pcpartpicker.com/product/JkDQzy/mars-gaming-mcpu-xt-cpu-cooler-mcpuxt,"800,1600","9,26",Black,
ARCTIC Freezer A35,40.4,https://pcpartpicker.com/product/xDBG3C/arctic-freezer-a35-cpu-cooler-acfre00112a,"200,1800",,Black / White,
Yeston zeaginal Sakura,,https://pcpartpicker.com/product/ZVP8TW/yeston-zeaginal-sakura-594-cfm-liquid-cpu-cooler-sakura-360-argb,"900,1800",30,White,360
ID-COOLING SE-214-XT-D,,https://pcpartpicker.com/product/FNHqqs/id-cooling-se-214-xt-d-7616-cfm-cpu-cooler-se-214-xt-d,"700,1800",32.5,Gray / Black,
be quiet! Pure Loop 120,100.32,https://pcpartpicker.com/product/ZkhmP6/be-quiet-pure-loop-120-liquid-cpu-cooler-bw005,,"18.9,36.1",Black,120
BitFenix Cube ARGB,69.9,https://pcpartpicker.com/product/VV9wrH/bitfenix-cube-argb-60-cfm-liquid-cpu-cooler-bfw-aio-240-ww27a-rp,2000,34,White,240
Gelid Solutions Glacier,19.95,https://pcpartpicker.com/product/pCrqqs/gelid-solutions-glacier-70-cfm-cpu-cooler-cc-glacier-01-a,"500,1600",35,White,
Thermaltake TOUGHAIR 110,29.99,https://pcpartpicker.com/product/kPhFf7/thermaltake-toughair-110-5835-cfm-cpu-cooler-cl-p073-al12bl-a,"500,2000",23.6,Black / Silver,
Corsair H100i GTX,212.8,https://pcpartpicker.com/product/MBmxFT/corsair-h100i-gtx-7069-cfm-liquid-cpu-cooler-cw-9060021-ww,2435,37.7,,240
Jonsbo CR-1400 EVO ARGB White,,https://pcpartpicker.com/product/yC4Zxr/jonsbo-cr-1400-evo-argb-white-382-cfm-cpu-cooler-cr-1400-evo-argb-white,"800,2200","22.3,33.8",White,
Thermalright AXP90-X36,,https://pcpartpicker.com/product/mmTp99/thermalright-axp90-x36-4258-cfm-cpu-cooler-axp90-x36-black,2700,22.4,Black,
Silverstone AR12 RGB,31.99,https://pcpartpicker.com/product/hbcG3C/silverstone-ar12-rgb-689-cfm-cpu-cooler-sst-ar12-rgb,"700,2200","9,29",Silver / Black,
Thermaltake TOUGHAIR 710,94.98,https://pcpartpicker.com/product/rM4Zxr/thermaltake-toughair-710-8196-cfm-cpu-cooler-cl-p117-ca14bl-a,"300,1400","18.5,23.9",Black,
Thermaltake TH420 ARGB Sync,,https://pcpartpicker.com/product/w6XV3C/thermaltake-th420-argb-sync-8432-cfm-liquid-cpu-cooler-cl-w367-pl14sw-a,"500,1800",34.7,Black,420
Corsair H50,171.52,https://pcpartpicker.com/product/VF2kcf/corsair-h50-57-cfm-liquid-cpu-cooler-cwch50-1,1700,30.32,,120
ID-COOLING SE-224-XT,,https://pcpartpicker.com/product/mnzFf7/id-cooling-se-224-xt-7616-cfm-cpu-cooler-se-224-xt-black,"700,1800","15.2,32.5",Black,
Thermaltake Floe Riing RGB 280 TT Premium Edition,69.98,https://pcpartpicker.com/product/DN38TW/thermaltake-floe-riing-rgb-280-tt-premium-edition-6319-cfm-liquid-cpu-cooler-cl-w167-pl14sw-a,"500,1400","19.8,27.2",,280
ID-COOLING SL PRO SE,139.99,https://pcpartpicker.com/product/MwRwrH/id-cooling-sl-pro-se-58-cfm-liquid-cpu-cooler-sl360-pro-se,"300,2000",27.2,Black,360
CRYORIG C7 Cu,189,https://pcpartpicker.com/product/V9ndnQ/cryorig-c7-cu-405-cfm-cpu-cooler-cr-c7b,"600,2500",30,White / Orange,
Enermax LIQMAX III ARGB,,https://pcpartpicker.com/product/NqRgXL/enermax-liqmax-iii-argb-721-cfm-liquid-cpu-cooler-elc-lmt120-argb,"500,1600","14,27",Black,120
Jonsbo CR-1000 EVO Color White,,https://pcpartpicker.com/product/JrRwrH/jonsbo-cr-1000-evo-color-white-5948-cfm-cpu-cooler-cr-1000-evo-color-white,"600,1500","22,32",White,
Thermalright Core Matrix,,https://pcpartpicker.com/product/twDQzy/thermalright-core-matrix-69-cfm-liquid-cpu-cooler-core-matrix-360-white,2150,27,White,360
Cooler Master MasterLiquid ML120L RGB,,https://pcpartpicker.com/product/3P2rxr/cooler-master-masterliquid-ml120l-rgb-667-cfm-liquid-cpu-cooler-mlw-d12m-a20pc-r1,"650,2000","6,30",,120
Corsair H75 2018,,https://pcpartpicker.com/product/FYhKHx/corsair-h75-2018-64-cfm-liquid-cpu-cooler-cw-9060035-ww,1900,31,Black,120
Corsair H80i,,https://pcpartpicker.com/product/2zQypg/corsair-h80i-77-cfm-liquid-cpu-cooler-h80i,2700,37.68,,120
ARCTIC Alpine Passive,,https://pcpartpicker.com/product/2Gw7YJ/arctic-alpine-passive-fanless-cpu-cooler-acalp00022a,,0,Black,
NZXT Kraken Elite RGB (2024),,https://pcpartpicker.com/product/KJ6NnQ/nzxt-kraken-elite-rgb-2024-9861-cfm-liquid-cpu-cooler-rl-kr28e-w2,"500,2000",34.5,White,280
MSI MPG CORELIQUID K240 V2,169.22,https://pcpartpicker.com/product/cHKKHx/msi-mpg-coreliquid-k240-v2-774-cfm-liquid-cpu-cooler-mpg-coreliquid-k240-v2,,39.9,Black,240
be quiet! Shadow Rock Slim,,https://pcpartpicker.com/product/Zr2kcf/be-quiet-cpu-cooler-bk010,"400,1400","11.5,23.7",,
Mars Gaming ML-ONE,,https://pcpartpicker.com/product/YTddnQ/mars-gaming-ml-one-692-cfm-liquid-cpu-cooler-mlone120w,"600,1800","9,26",White,120
MSI MPG CORELIQUID K360 V2,,https://pcpartpicker.com/product/sh8bt6/msi-mpg-coreliquid-k360-v2-774-cfm-liquid-cpu-cooler-mpg-coreliquid-k360-v2,,39.9,Black,360
Thermaltake TH280 V2 Ultra ARGB Sync,155.01,https://pcpartpicker.com/product/YFYRsY/thermaltake-th280-v2-ultra-argb-sync-8432-cfm-liquid-cpu-cooler-cl-w385-pl14sw-a,"500,2000",34.7,Black,280
Silverstone NT09-115X,17.98,https://pcpartpicker.com/product/VBL7YJ/silverstone-nt09-115x-470-cfm-cpu-cooler-nt09-115x,"550,2500","18.5,32",,
Deepcool LE300 Marrs,,https://pcpartpicker.com/product/364Zxr/deepcool-le300-marrs-8585-cfm-liquid-cpu-cooler-r-le300-bklnmg-g-1,"500,2250",32.9,Black,120
Thermaltake UX200 ARGB,34.29,https://pcpartpicker.com/product/yLsnTW/thermaltake-ux200-argb-4334-cfm-cpu-cooler-cl-p065-al12sw-a,"300,1500",26.33,Black,
Dynatron R25,44.95,https://pcpartpicker.com/product/KvPfrH/dynatron-cpu-cooler-r25,"1000,7000","21.5,59.14",,
ARCTIC Freezer 13,,https://pcpartpicker.com/product/99DwrH/arctic-freezer-13-364-cfm-cpu-cooler-acfz13,"600,2000",,,
darkFlash Darkair,,https://pcpartpicker.com/product/hWWBD3/darkflash-darkair-68-cfm-cpu-cooler-darkair,"800,1600",,Black,
Fractal Design Lumen S36 RGB,,https://pcpartpicker.com/product/h3WzK8/fractal-design-lumen-s36-rgb-56-cfm-liquid-cpu-cooler-fd-w-l1-s3602,"500,2000","10,33.2",Black,360
EK AIO Elite 280 D-RGB,87.99,https://pcpartpicker.com/product/YJmmP6/ek-aio-elite-280-d-rgb-116-cfm-liquid-cpu-cooler-ek-aio-elite-280-d-rgb,"550,2200",36.4,Black,280
Enermax ETS-F40-FS,34.99,https://pcpartpicker.com/product/KjpzK8/enermax-ets-f40-fs-7433-cfm-cpu-cooler-ets-f40-w-argb,"300,1200","10,23",White,
Gigabyte AORUS WATERFORCE 280,,https://pcpartpicker.com/product/WnVmP6/gigabyte-aorus-waterforce-280-liquid-cpu-cooler-gp-aorus-waterforce-280,"950,2150","17.1,36.5",Black,280
Thermaltake TH240 ARGB Sync,127.16,https://pcpartpicker.com/product/R2tKHx/thermaltake-th240-argb-sync-5928-cfm-liquid-cpu-cooler-cl-w301-pl12sw-a,1500,28.2,White,240
Cooler Master MasterAir MA410M,94.67,https://pcpartpicker.com/product/yRw7YJ/cooler-master-masterair-ma410m-534-cfm-cpu-cooler-mam-t4pn-218pc-r1,"650,1800","6,31",Black,
